order_id,customer_id,product_id,quantity,order_date,status
70,788,88,1,2024-07-31,completed
71,897,201,3,2025-05-17,completed
72,726,244,5,2025-01-28,pending
73,142,208,2,2025-03-18,completed
74,568,261,3,2025-01-17,pending
75,508,289,5,2024-08-05,completed
76,906,437,3,2024-07-16,pending
77,729,320,4,2024-12-24,completed
78,375,20,4,2025-01-11,cancelled
79,851,273,4,2024-12-15,completed
80,788,225,3,2024-10-24,shipped
81,807,194,2,2024-06-20,completed
82,963,164,2,2025-03-26,shipped
83,338,298,5,2024-08-12,cancelled
84,178,335,5,2024-10-16,shipped
85,619,142,2,2025-05-20,shipped
86,595,337,3,2024-11-25,cancelled
87,448,361,5,2024-09-06,completed
88,22,56,4,2025-04-03,pending
89,965,89,2,2025-04-16,shipped
90,927,474,4,2024-09-02,cancelled
91,908,463,5,2025-02-10,pending
92,843,191,2,2025-03-08,completed
93,562,43,2,2024-09-30,cancelled
94,948,334,1,2025-03-19,pending
95,483,232,2,2024-08-30,cancelled
96,58,378,2,2025-02-10,completed
97,791,390,5,2024-09-21,pending
98,872,325,3,2024-08-07,shipped
99,459,84,4,2024-09-26,completed
100,286,493,1,2024-09-01,pending
101,277,129,4,2024-09-03,shipped
102,180,124,4,2024-09-21,cancelled
103,537,367,1,2024-09-26,cancelled
104,492,212,1,2024-12-05,completed
105,213,446,4,2025-06-10,shipped
106,773,123,4,2024-12-18,cancelled
107,487,203,4,2025-05-04,pending
108,760,94,2,2024-09-22,shipped
109,337,461,4,2025-06-03,cancelled
110,140,319,5,2025-01-23,pending
111,642,460,3,2024-10-22,completed
112,145,450,3,2024-08-22,completed
113,295,216,4,2024-10-19,completed
114,35,112,3,2024-06-28,completed
115,437,184,1,2025-02-15,shipped
116,225,360,3,2024-12-15,completed
117,742,135,3,2025-02-10,pending
118,436,307,3,2024-10-25,completed
119,77,270,4,2025-04-10,completed
120,969,218,5,2025-01-27,completed
121,344,40,1,2025-06-06,completed
122,746,488,4,2024-08-09,shipped
123,400,173,2,2024-09-05,completed
124,444,119,2,2025-05-05,completed
125,631,312,1,2025-05-11,pending
126,146,171,5,2024-11-09,cancelled
127,775,160,4,2025-02-06,pending
128,640,436,3,2024-10-14,cancelled
129,327,117,5,2025-01-22,shipped
130,891,408,4,2024-08-08,cancelled
131,476,489,3,2024-08-11,completed
132,483,240,1,2025-03-11,cancelled
133,37,180,1,2024-10-18,pending
134,477,500,2,2024-11-27,pending
135,110,497,4,2024-07-13,cancelled
136,47,271,5,2025-03-06,cancelled
137,457,285,1,2025-06-09,pending
138,187,174,4,2025-04-17,pending
139,985,115,5,2025-05-04,pending
140,358,373,5,2024-12-06,completed
141,567,399,2,2024-10-28,pending
142,986,336,5,2024-10-05,pending
143,923,375,5,2024-12-04,completed
144,942,183,3,2025-03-05,shipped
145,153,276,4,2024-07-08,pending
146,629,492,2,2025-05-20,cancelled
147,569,465,2,2024-10-28,pending
148,754,33,3,2025-02-06,cancelled
149,906,177,5,2024-08-04,pending
150,161,90,3,2025-01-28,completed
151,856,296,5,2025-04-29,shipped
152,400,367,3,2025-05-27,shipped
153,107,347,2,2024-08-08,completed
154,782,170,4,2024-11-26,completed
155,296,360,5,2025-05-05,shipped
156,135,206,2,2024-08-20,completed
157,918,183,4,2025-03-05,pending
158,7,434,2,2024-12-26,completed
159,131,371,1,2024-12-11,cancelled
160,497,417,3,2024-07-07,pending
161,40,410,1,2024-11-25,shipped
162,976,305,5,2024-12-07,shipped
163,397,1,1,2024-08-01,pending
164,914,399,2,2025-06-07,pending
165,649,497,5,2025-01-19,completed
166,765,439,3,2025-01-02,pending
167,117,77,4,2025-02-08,shipped
168,633,190,4,2025-05-27,shipped
169,486,255,2,2024-09-15,shipped
170,58,216,3,2024-08-15,shipped
171,288,222,3,2024-06-22,pending
172,954,289,2,2025-05-28,pending
173,461,367,3,2025-02-27,shipped
174,962,35,3,2024-08-06,shipped
175,4,127,2,2025-05-30,completed
176,222,358,5,2025-03-27,pending
177,833,215,4,2025-04-02,shipped
178,35,42,5,2024-11-17,shipped
179,447,164,1,2024-11-12,shipped
180,842,62,5,2025-04-12,shipped
181,662,185,2,2025-04-07,completed
182,919,204,1,2024-12-17,pending
183,418,318,5,2024-07-25,pending
184,758,180,3,2024-08-15,shipped
185,418,243,3,2025-05-16,shipped
186,548,99,2,2024-07-23,shipped
187,931,444,5,2024-08-25,shipped
188,440,304,3,2024-07-22,pending
189,782,319,2,2025-05-15,completed
190,287,404,2,2024-07-08,shipped
191,1000,213,1,2024-07-11,cancelled
192,58,49,4,2024-09-24,completed
193,16,27,2,2024-12-24,completed
194,442,221,5,2024-09-02,shipped
195,658,32,1,2024-10-06,shipped
196,399,242,2,2024-10-26,shipped
197,133,102,5,2025-06-09,cancelled
198,159,215,2,2025-03-18,shipped
199,436,141,5,2024-07-01,shipped
200,40,430,3,2024-09-25,cancelled
201,696,150,1,2024-07-13,cancelled
202,901,351,5,2024-09-12,completed
203,432,291,4,2025-02-20,pending
204,2,455,2,2024-08-05,pending
205,148,397,5,2024-11-02,completed
206,175,375,2,2024-09-27,pending
207,838,217,3,2024-09-20,cancelled
208,243,350,2,2025-04-01,pending
209,833,69,1,2025-02-19,shipped
210,65,490,1,2024-06-16,completed
211,25,412,5,2025-05-22,pending
212,881,387,4,2024-07-15,shipped
213,422,116,3,2024-07-02,pending
214,932,335,2,2025-02-09,pending
215,947,305,4,2025-03-05,cancelled
216,398,113,2,2024-08-15,pending
217,762,127,3,2024-12-01,shipped
218,71,175,1,2024-12-23,shipped
219,371,366,1,2024-08-14,pending
220,131,443,2,2024-07-14,pending
221,646,488,5,2025-01-29,cancelled
222,964,123,5,2025-03-24,cancelled
223,18,329,1,2024-08-01,cancelled
224,7,239,5,2024-06-20,pending
225,432,236,4,2025-02-15,pending
226,729,487,2,2025-05-12,shipped
227,89,241,2,2025-06-12,completed
228,434,62,2,2025-05-31,pending
229,205,60,3,2025-05-21,shipped
230,253,51,1,2025-02-19,pending
231,703,135,2,2025-04-06,completed
232,990,389,2,2024-11-06,shipped
233,128,487,1,2024-06-13,cancelled
234,316,25,4,2025-03-07,completed
235,522,121,5,2025-05-04,pending
236,605,122,4,2025-02-16,shipped
237,30,213,2,2025-03-25,cancelled
238,567,165,5,2025-05-05,completed
239,118,242,1,2024-08-05,completed
240,603,84,4,2025-01-07,completed
241,46,190,1,2025-04-14,completed
242,113,387,4,2024-11-28,shipped
243,773,278,3,2024-08-08,pending
244,918,364,3,2024-09-15,completed
245,999,32,2,2025-03-16,shipped
246,172,427,5,2024-07-18,shipped
247,382,12,5,2024-09-27,completed
248,441,248,1,2024-07-18,cancelled
249,617,258,3,2024-09-12,completed
250,999,477,3,2025-04-26,shipped
251,434,21,2,2025-03-04,completed
252,927,5,3,2025-01-10,cancelled
253,231,499,5,2025-03-18,pending
254,800,116,3,2024-08-03,pending
255,611,328,3,2025-02-07,pending
256,769,112,1,2024-07-02,cancelled
257,39,493,2,2024-10-03,shipped
258,577,7,3,2024-12-10,pending
259,362,103,4,2025-01-24,shipped
260,580,255,3,2025-02-21,shipped
261,889,470,3,2025-01-30,shipped
262,160,171,3,2024-11-24,pending
263,89,33,5,2024-08-22,cancelled
264,899,380,2,2024-11-10,shipped
265,918,327,3,2025-02-02,pending
266,464,236,2,2025-03-28,completed
267,101,38,5,2025-02-21,completed
268,743,325,1,2024-08-21,completed
269,194,82,2,2024-09-02,pending
270,773,386,5,2025-05-11,shipped
271,4,213,3,2024-10-11,pending
272,675,184,4,2024-12-09,cancelled
273,812,308,4,2025-01-29,completed
274,777,491,4,2024-12-14,cancelled
275,485,35,5,2025-06-08,cancelled
276,979,226,4,2025-02-10,cancelled
277,198,394,5,2025-02-27,pending
278,571,27,5,2025-02-03,pending
279,163,468,5,2024-11-21,cancelled
280,728,258,1,2025-05-22,completed
281,215,423,1,2025-02-14,pending
282,57,60,2,2025-05-31,cancelled
283,490,219,4,2025-03-05,cancelled
284,479,38,1,2025-01-28,shipped
285,925,77,1,2025-06-04,cancelled
286,457,173,2,2024-12-15,shipped
287,392,328,3,2025-03-27,completed
288,307,399,5,2025-03-06,cancelled
289,138,378,5,2024-06-13,completed
290,572,144,4,2025-06-03,pending
291,211,416,4,2025-01-13,pending
292,176,82,3,2025-06-07,completed
293,272,143,5,2024-10-05,completed
294,438,218,2,2024-06-21,pending
295,362,62,4,2025-01-02,shipped
296,539,204,2,2024-08-24,cancelled
297,516,274,4,2024-06-20,pending
298,860,15,3,2024-11-04,pending
299,188,129,2,2024-12-18,pending
300,54,123,3,2025-05-28,shipped
301,624,463,5,2025-04-01,completed
302,178,297,2,2025-04-23,completed
303,644,264,2,2025-03-19,shipped
304,161,430,3,2024-12-21,completed
305,189,313,1,2024-11-14,shipped
306,253,115,3,2024-06-25,shipped
307,791,10,5,2025-01-12,cancelled
308,693,64,2,2025-01-02,completed
309,720,209,3,2024-12-29,completed
310,700,404,3,2024-08-09,shipped
311,941,227,3,2024-07-09,shipped
312,58,197,3,2024-07-08,cancelled
313,772,172,2,2024-12-30,pending
314,946,146,3,2024-11-14,cancelled
315,123,68,4,2025-04-30,completed
316,254,19,4,2024-12-30,shipped
317,828,322,4,2024-08-15,cancelled
318,782,270,1,2024-11-04,shipped
319,964,252,1,2024-06-14,shipped
320,613,296,5,2024-10-22,cancelled
321,806,81,3,2024-08-15,pending
322,279,234,5,2024-06-16,shipped
323,845,60,2,2024-09-11,cancelled
324,750,1,5,2024-06-25,pending
325,42,151,5,2024-07-04,pending
326,514,130,2,2025-05-25,shipped
327,323,389,2,2025-03-20,pending
328,911,341,4,2025-04-29,completed
329,689,468,4,2024-09-14,shipped
330,727,500,1,2024-08-26,pending
331,548,353,3,2024-06-29,completed
332,986,465,4,2024-06-12,pending
333,685,34,2,2025-03-18,pending
334,80,407,4,2024-07-08,cancelled
335,152,2,3,2024-10-05,cancelled
336,879,200,3,2024-08-11,cancelled
337,958,311,5,2024-09-11,cancelled
338,507,199,5,2025-02-05,pending
339,240,119,4,2024-09-13,pending
340,939,451,2,2025-02-14,cancelled
341,375,444,1,2024-08-02,shipped
342,873,7,3,2025-01-09,completed
343,148,475,5,2025-04-21,pending
344,396,369,5,2025-03-11,shipped
345,480,424,1,2024-06-29,cancelled
346,738,134,3,2025-04-29,completed
347,389,297,5,2024-08-27,shipped
348,372,224,3,2025-05-04,cancelled
349,600,430,3,2024-10-21,completed
350,170,389,3,2024-12-17,completed
351,661,40,5,2024-10-31,pending
352,229,266,5,2024-08-03,completed
353,707,439,5,2024-11-15,pending
354,588,40,3,2024-12-04,pending
355,138,355,4,2024-12-29,pending
356,360,134,1,2024-11-21,cancelled
357,361,210,5,2025-03-05,cancelled
358,912,271,3,2025-02-27,cancelled
359,76,156,5,2025-04-01,pending
360,120,175,5,2024-08-16,completed
361,986,42,4,2025-04-09,completed
362,649,357,1,2024-08-15,shipped
363,144,462,5,2024-10-02,pending
364,689,1,2,2024-12-29,pending
365,711,408,3,2024-10-20,completed
366,603,5,2,2024-10-04,cancelled
367,590,470,5,2025-01-23,shipped
368,131,251,3,2024-08-03,cancelled
369,469,384,1,2024-11-02,cancelled
370,682,75,2,2024-12-15,cancelled
371,814,147,4,2025-05-17,cancelled
372,41,292,2,2025-04-29,shipped
373,801,277,1,2024-10-06,pending
374,316,182,3,2025-04-14,shipped
375,709,333,4,2024-09-14,cancelled
376,740,224,1,2024-12-25,completed
377,348,382,4,2025-04-21,cancelled
378,231,418,5,2024-09-19,pending
379,61,281,5,2025-02-01,shipped
380,714,476,1,2024-07-19,cancelled
381,623,391,2,2024-09-29,pending
382,209,376,1,2025-01-08,cancelled
383,992,111,1,2024-11-12,pending
384,290,58,3,2024-10-16,completed
385,611,73,4,2025-01-12,cancelled
386,201,66,2,2025-05-16,pending
387,444,457,2,2025-03-14,completed
388,389,243,1,2024-07-19,cancelled
389,215,384,3,2024-12-03,pending
390,955,236,2,2024-08-07,cancelled
391,547,161,3,2024-09-25,shipped
392,201,6,3,2024-08-14,cancelled
393,806,55,4,2025-04-10,pending
394,601,126,1,2024-11-30,pending
395,271,484,2,2025-01-25,completed
396,984,420,3,2025-03-12,shipped
397,138,471,4,2024-09-24,pending
398,597,118,5,2024-11-10,completed
399,867,225,3,2024-07-26,cancelled
400,577,330,4,2024-07-12,pending
401,402,105,5,2025-04-22,cancelled
402,326,277,3,2024-12-23,cancelled
403,469,383,3,2024-09-26,cancelled
404,890,313,5,2025-04-16,pending
405,679,238,4,2025-06-09,shipped
406,992,219,4,2024-07-03,pending
407,622,406,2,2025-03-07,shipped
408,140,384,3,2025-02-17,shipped
409,652,292,2,2025-01-06,completed
410,127,53,5,2024-11-30,shipped
411,156,192,1,2025-02-13,completed
412,377,460,4,2025-05-16,pending
413,484,7,2,2024-12-05,cancelled
414,578,306,4,2025-01-30,completed
415,816,119,2,2024-09-11,cancelled
416,520,223,5,2024-07-29,cancelled
417,627,71,2,2024-09-30,pending
418,204,402,3,2024-12-19,pending
419,927,140,5,2024-06-22,completed
420,986,344,4,2025-03-10,completed
421,727,286,5,2024-09-06,shipped
422,310,361,3,2025-03-10,shipped
423,53,35,2,2024-12-04,completed
424,891,297,2,2024-06-29,pending
425,908,266,2,2025-06-08,cancelled
426,817,344,2,2025-05-26,shipped
427,980,26,2,2025-01-12,shipped
428,545,310,2,2025-04-09,cancelled
429,302,445,5,2024-11-04,pending
430,927,56,4,2024-07-07,cancelled
431,15,109,1,2025-05-13,cancelled
432,482,393,2,2025-03-14,shipped
433,648,288,4,2024-11-02,cancelled
434,585,401,3,2025-01-06,pending
435,261,70,4,2024-12-20,completed
436,311,239,5,2024-10-27,completed
437,360,73,1,2025-02-20,cancelled
438,679,39,3,2025-05-01,completed
439,507,258,5,2025-05-27,completed
440,69,187,1,2025-04-30,completed
441,616,115,2,2025-04-17,shipped
442,432,355,2,2024-10-13,pending
443,623,383,1,2025-03-05,cancelled
444,756,3,4,2024-08-30,pending
445,870,7,5,2025-05-06,cancelled
446,245,314,2,2024-07-02,completed
447,499,220,2,2024-08-04,cancelled
448,482,141,3,2025-03-06,pending
449,905,297,1,2024-08-14,shipped
450,117,256,2,2025-01-15,completed
451,55,305,4,2025-01-09,cancelled
452,998,152,5,2024-12-22,pending
453,970,495,5,2024-09-30,completed
454,205,130,5,2024-12-14,cancelled
455,277,459,1,2024-10-19,pending
456,198,374,1,2025-04-10,cancelled
457,181,221,5,2024-11-23,pending
458,307,358,4,2025-05-30,cancelled
459,296,134,1,2025-03-13,pending
460,336,372,3,2024-07-26,pending
461,167,283,4,2025-06-08,pending
462,302,172,5,2024-11-28,cancelled
463,412,326,3,2025-01-23,shipped
464,881,271,1,2025-05-01,cancelled
465,808,484,2,2025-04-18,completed
466,718,28,5,2024-09-18,shipped
467,428,226,2,2024-06-30,pending
468,830,435,2,2024-12-24,cancelled
469,277,280,4,2024-12-04,cancelled
470,958,440,3,2024-09-03,completed
471,456,238,4,2024-07-25,pending
472,73,437,2,2024-08-15,shipped
473,565,448,4,2024-10-30,cancelled
474,927,63,1,2024-12-27,pending
475,631,162,3,2024-11-27,shipped
476,953,65,5,2024-07-03,shipped
477,65,213,1,2024-11-11,cancelled
478,339,283,3,2025-03-14,cancelled
479,260,420,2,2025-04-10,cancelled
480,900,280,5,2025-04-05,completed
481,537,390,5,2024-11-30,shipped
482,951,158,3,2024-07-03,pending
483,99,445,3,2025-02-24,shipped
484,787,265,4,2024-11-18,shipped
485,795,422,5,2025-03-16,shipped
486,18,348,4,2024-11-08,shipped
487,908,436,1,2024-06-15,completed
488,332,24,2,2025-02-23,shipped
489,165,219,5,2025-03-19,shipped
490,534,76,5,2024-10-06,cancelled
491,521,100,4,2025-02-07,completed
492,154,16,2,2024-10-09,pending
493,308,169,5,2024-10-20,shipped
494,906,283,5,2024-06-29,pending
495,132,272,1,2025-03-15,shipped
496,267,16,5,2025-05-12,cancelled
497,723,118,2,2024-10-04,pending
498,803,85,5,2024-11-22,cancelled
499,221,486,1,2025-05-27,pending
500,632,466,1,2025-03-01,pending
501,859,384,4,2024-08-26,pending
502,510,420,2,2025-04-24,completed
503,67,196,2,2025-06-04,cancelled
504,462,447,2,2024-09-14,pending
505,636,128,3,2025-03-05,cancelled
506,483,183,5,2025-05-24,shipped
507,964,55,2,2025-05-06,cancelled
508,78,133,3,2024-08-02,pending
509,502,310,5,2025-01-31,shipped
510,187,72,2,2024-09-29,pending
511,531,361,4,2025-03-12,pending
512,565,14,3,2025-03-24,pending
513,904,56,3,2025-01-08,cancelled
514,571,422,4,2024-06-18,pending
515,818,402,3,2025-05-28,shipped
516,503,380,3,2025-01-08,cancelled
517,22,410,1,2024-08-10,cancelled
518,745,16,5,2024-06-23,cancelled
519,875,235,4,2025-03-30,completed
520,418,160,1,2025-05-22,shipped
521,715,387,5,2024-10-28,shipped
522,84,496,1,2024-12-03,completed
523,279,95,4,2025-01-04,cancelled
524,806,49,2,2025-05-12,pending
525,155,465,2,2025-02-27,pending
526,11,83,2,2024-07-04,cancelled
527,970,400,3,2024-06-30,shipped
528,489,116,1,2025-02-13,shipped
529,582,489,4,2025-01-27,pending
530,965,62,4,2025-04-28,completed
531,17,388,1,2025-05-01,pending
532,88,170,3,2025-05-12,shipped
533,979,7,4,2025-03-17,cancelled
534,342,464,5,2025-03-08,shipped
535,855,362,4,2024-08-18,completed
536,62,477,1,2024-09-20,cancelled
537,236,115,2,2025-05-17,pending
538,666,216,5,2024-10-11,completed
539,784,273,1,2024-12-22,shipped
540,175,407,1,2024-09-19,cancelled
541,56,465,4,2025-05-07,completed
542,837,456,5,2025-04-28,completed
543,519,445,3,2025-01-05,cancelled
544,635,345,4,2024-06-12,pending
545,896,136,4,2024-09-21,shipped
546,674,39,2,2024-08-04,cancelled
547,186,435,1,2024-06-27,cancelled
548,179,248,1,2024-07-19,cancelled
549,706,13,3,2024-12-18,cancelled
550,949,35,4,2024-07-21,pending
551,935,155,5,2025-05-25,cancelled
552,613,422,3,2024-08-22,shipped
553,510,324,4,2025-03-26,pending
554,7,213,2,2024-11-08,cancelled
555,745,90,5,2025-03-29,shipped
556,451,247,3,2024-10-29,shipped
557,288,138,3,2024-08-17,pending
558,323,113,2,2025-01-18,completed
559,889,356,4,2025-01-04,pending
560,648,5,3,2024-06-19,completed
561,445,322,2,2025-02-24,pending
562,591,436,1,2024-12-18,completed
563,515,408,1,2024-11-27,shipped
564,779,22,4,2025-03-26,pending
565,433,288,1,2025-04-28,shipped
566,878,150,5,2025-05-11,pending
567,300,271,4,2025-01-09,pending
568,924,309,1,2025-03-07,pending
569,793,116,4,2025-01-15,pending
570,170,457,5,2025-03-09,cancelled
571,182,210,4,2024-09-01,cancelled
572,126,156,1,2025-03-09,shipped
573,407,264,3,2024-12-07,cancelled
574,860,163,3,2025-01-02,shipped
575,270,376,1,2024-09-27,cancelled
576,472,494,2,2025-04-05,pending
577,713,305,5,2024-09-14,pending
578,797,426,1,2025-01-27,pending
579,827,38,4,2024-12-06,shipped
580,243,234,2,2025-03-08,cancelled
581,256,410,1,2024-10-15,shipped
582,591,350,4,2024-12-15,shipped
583,407,236,5,2025-03-10,pending
584,667,176,1,2024-09-27,shipped
585,63,162,4,2025-03-24,pending
586,869,38,1,2024-07-28,cancelled
587,580,100,1,2024-08-30,shipped
588,626,412,2,2025-01-25,cancelled
589,591,99,5,2025-02-17,pending
590,669,395,4,2024-09-16,cancelled
591,790,389,1,2024-07-30,shipped
592,929,70,3,2025-03-13,completed
593,209,499,1,2024-10-30,cancelled
594,170,86,1,2025-03-14,cancelled
595,322,481,4,2024-08-08,pending
596,246,459,1,2025-03-12,cancelled
597,84,55,3,2024-11-10,cancelled
598,933,295,3,2024-09-08,cancelled
599,12,67,5,2024-09-17,completed
600,587,106,4,2024-10-30,completed
601,573,309,5,2024-09-07,pending
602,939,455,3,2024-10-27,pending
603,60,42,5,2025-05-12,cancelled
604,148,488,5,2025-05-01,shipped
605,157,277,4,2024-08-21,pending
606,493,350,1,2024-11-19,shipped
607,47,170,4,2025-02-19,cancelled
608,700,348,5,2025-03-04,completed
609,113,61,3,2024-07-12,cancelled
610,441,76,5,2025-04-04,shipped
611,138,348,1,2024-07-29,pending
612,297,139,1,2024-09-19,shipped
613,460,195,2,2024-07-25,pending
614,495,333,1,2024-11-06,completed
615,605,485,5,2025-04-23,cancelled
616,718,160,2,2024-07-25,completed
617,295,466,4,2025-02-13,pending
618,188,167,5,2024-10-02,completed
619,477,439,2,2024-12-14,cancelled
620,242,372,5,2024-11-26,cancelled
621,933,433,1,2024-10-27,shipped
622,234,94,3,2025-05-25,cancelled
623,819,211,5,2024-08-02,completed
624,739,42,5,2025-04-27,shipped
625,910,292,3,2024-08-29,pending
626,470,392,5,2024-11-04,completed
627,769,481,2,2025-03-04,pending
628,707,238,1,2024-12-12,shipped
629,382,461,3,2024-10-13,pending
630,530,269,5,2025-04-22,completed
631,972,394,4,2025-03-08,completed
632,233,3,1,2024-08-16,completed
633,214,145,5,2025-05-29,pending
634,359,106,1,2024-07-13,completed
635,750,465,4,2025-03-23,shipped
636,451,149,1,2024-12-08,cancelled
637,979,498,4,2024-11-02,pending
638,114,395,3,2024-09-02,pending
639,334,461,3,2025-05-25,shipped
640,558,337,4,2024-08-21,completed
641,606,339,5,2025-03-11,pending
642,763,500,2,2024-10-22,shipped
643,775,461,5,2025-03-08,completed
644,325,17,3,2024-11-09,completed
645,251,480,1,2025-02-23,cancelled
646,52,161,5,2024-09-18,cancelled
647,424,103,2,2025-06-10,cancelled
648,915,394,4,2024-12-01,pending
649,297,175,1,2025-03-02,pending
650,431,146,3,2024-07-30,pending
651,489,1,5,2025-05-06,shipped
652,123,408,5,2024-09-11,pending
653,37,76,4,2024-12-16,shipped
654,317,126,1,2024-10-19,pending
655,47,338,4,2025-05-23,pending
656,91,109,3,2024-08-22,shipped
657,83,490,3,2025-05-03,completed
658,261,227,3,2025-04-22,shipped
659,352,373,3,2024-09-03,cancelled
660,588,188,3,2024-12-11,completed
661,900,106,1,2024-11-13,completed
662,8,310,4,2025-05-01,cancelled
663,691,361,1,2025-02-05,shipped
664,434,239,3,2025-01-26,shipped
665,891,186,1,2024-07-08,completed
666,944,83,5,2025-03-10,cancelled
667,909,95,5,2025-01-23,cancelled
668,577,487,2,2024-06-28,completed
669,932,162,1,2024-10-06,completed
670,107,292,1,2024-12-23,shipped
671,427,324,4,2025-02-24,shipped
672,123,488,5,2025-01-30,pending
673,555,413,5,2025-04-04,pending
674,71,253,3,2024-11-01,cancelled
675,24,235,1,2024-09-11,pending
676,22,459,1,2024-09-23,completed
677,698,146,3,2024-08-24,cancelled
678,159,345,3,2024-08-26,cancelled
679,791,471,2,2024-09-16,pending
680,313,497,3,2025-05-01,shipped
681,234,395,5,2024-07-29,shipped
682,380,291,4,2025-06-09,shipped
683,421,496,3,2024-07-09,shipped
684,954,120,4,2024-08-05,shipped
685,752,199,4,2024-06-29,pending
686,388,233,5,2025-04-12,completed
687,158,110,3,2025-04-09,completed
688,371,219,5,2025-03-22,shipped
689,673,388,1,2024-09-08,completed
690,817,474,4,2024-12-20,pending
691,155,159,4,2024-06-30,pending
692,130,450,5,2024-07-21,completed
693,75,147,4,2024-10-29,completed
694,627,418,5,2024-10-12,completed
695,50,46,1,2024-11-30,completed
696,354,274,5,2025-02-17,cancelled
697,374,427,1,2025-04-29,completed
698,658,125,2,2025-05-29,completed
699,444,242,3,2024-08-17,completed
700,493,141,1,2024-06-14,completed
701,978,432,5,2025-02-07,completed
702,834,360,1,2024-10-30,cancelled
703,950,91,4,2025-05-29,cancelled
704,677,74,5,2024-10-13,cancelled
705,374,323,4,2025-01-10,shipped
706,53,100,2,2024-07-26,completed
707,250,170,5,2024-10-04,pending
708,75,42,5,2025-03-16,shipped
709,626,84,3,2025-01-31,shipped
710,376,293,5,2024-11-14,cancelled
711,396,26,3,2024-07-23,shipped
712,724,489,5,2024-11-01,cancelled
713,726,223,4,2025-02-17,shipped
714,246,130,3,2025-04-27,shipped
715,887,75,2,2024-11-26,pending
716,854,398,2,2024-08-20,cancelled
717,441,95,3,2025-04-17,pending
718,333,59,2,2024-09-12,shipped
719,861,21,1,2025-05-10,cancelled
720,883,488,1,2024-10-30,shipped
721,73,277,1,2024-10-21,cancelled
722,531,227,2,2024-09-10,cancelled
723,647,91,5,2025-01-06,pending
724,655,239,2,2024-11-21,cancelled
725,487,362,2,2024-08-29,shipped
726,203,96,2,2024-09-06,completed
727,506,199,2,2025-05-23,completed
728,101,437,1,2025-04-29,pending
729,765,371,5,2025-03-03,cancelled
730,321,331,3,2024-07-31,completed
731,138,8,2,2025-02-05,completed
732,215,90,4,2025-05-27,shipped
733,516,320,4,2025-02-24,cancelled
734,15,414,1,2025-01-01,completed
735,616,183,2,2024-06-13,cancelled
736,876,382,5,2025-03-26,completed
737,715,58,1,2025-05-15,completed
738,98,135,3,2024-06-19,completed
739,170,183,4,2024-06-23,pending
740,219,8,2,2024-07-31,completed
741,657,492,4,2024-06-22,completed
742,802,285,1,2025-01-16,shipped
743,281,496,5,2025-01-23,completed
744,500,48,2,2025-03-07,cancelled
